GEO_ID,GeographicAreaName, Total
1600000US2924760,"FL village, MO",5
1600000US2924778,"Florissant, MO",52533
1600000US2924886,"Foley, MO",89
1600000US2925012,"Fordland, MO",778
1600000US2925066,"Forest , MO",243
1600000US2925120,"Foristell, MO",550
1600000US2925192,"Forsyth, MO",2730
1600000US2925228,"Fortescue town, MO",21
1600000US2925264,"Fort Leonard Wood, MO",15959
1600000US2925300,"Fortuna, MO",130
1600000US2925372,"Foster village, MO",76
1600000US2925411,"Fountain N' Lakes village, MO",169
1600000US2925516,"Frankclay, MO",194
1600000US2925552,"Frankford, MO",343
1600000US2925624,"Franklin, MO",70
1600000US2925768,"Fredericktown, MO",4429
1600000US2925822,"Freeburg village, MO",409
1600000US2925894,"Freeman, MO",475
1600000US2925912,"Freistatt village, MO",179
1600000US2925948,"Fremont, MO",43
1600000US2925957,"Fremont Hills, MO",1049
1600000US2926000,"Friedenswald village, MO",4
1600000US2926020,"Frisbee, MO",107
1600000US2926092,"Frohna, MO",245
1600000US2926110,"Frontenac, MO",3612
1600000US2926182,"Fulton, MO",12600
1600000US2926218,"Gainesville, MO",745
1600000US2926254,"Galena, MO",455
1600000US2926308,"Gallatin, MO",1821
1600000US2926362,"Galt, MO",168
1600000US2926434,"Garden , MO",1629
1600000US2926578,"Gasconade, MO",172
1600000US2926776,"Gentry village, MO",56
1600000US2926866,"Gerald, MO",1361
1600000US2926902,"Gerster town, MO",21
1600000US2926920,"Gibbs village, MO",70
1600000US2926974,"Gideon, MO",780
1600000US2927028,"Gilliam, MO",175
1600000US2927064,"Gilman , MO",329
1600000US2927100,"Ginger Blue village, MO",37
1600000US2927190,"Gladstone, MO",27063
1600000US2927208,"Glasgow, MO",1087
1600000US2927226,"Glasgow Village, MO",4584
1600000US2927262,"Glenaire, MO",539
1600000US2927280,"Glen Allen town, MO",57
1600000US2927334,"Glendale, MO",6176
1600000US2927370,"Glen Echo Park village, MO",122
1600000US2927514,"Glenwood village, MO",181
1600000US2927658,"Golden, MO",275
1600000US2927676,"Golden , MO",656
1600000US2927874,"Goodman, MO",1202
1600000US2927924,"Goose Creek Lake, MO",524
1600000US2927928,"Gordonville village, MO",625
1600000US2928000,"Goss town, MO",0
1600000US2928036,"Gower, MO",1533
1600000US2928072,"Graham town, MO",147
1600000US2928090,"Grain Valley, MO",15627
1600000US2928108,"Granby, MO",2050
1600000US2928170,"Grand Falls Plaza town, MO",103
1600000US2928180,"Grandin, MO",226
1600000US2928198,"Grand Pass village, MO",49
1600000US2928324,"Grandview, MO",26209
1600000US2928360,"Granger village, MO",22
1600000US2928594,"Grant  town, MO",817
1600000US2928630,"Grantwood Village town, MO",941
1600000US2928828,"Gravois Mills town, MO",129
1600000US2928860,"Grayhawk, MO",488
1600000US2928864,"Grayridge, MO",87
1600000US2928882,"Grayson, MO",61
1600000US2928918,"Gray Summit, MO",3055
1600000US2929116,"Greencastle, MO",224
1600000US2929134,"Green , MO",602
1600000US2929152,"Greendale, MO",642
1600000US2929206,"Greenfield, MO",1220
1600000US2929324,"Green Park, MO",2705
1600000US2929332,"Green Ridge, MO",468
1600000US2929422,"Greentop, MO",388
1600000US2929476,"Greenville, MO",443
1600000US2929494,"Greenwood, MO",6021
1600000US2929656,"Grovespring, MO",187
1600000US2929692,"Guilford town, MO",60
1600000US2929764,"Gunn  village, MO",80
1600000US2929908,"Hale, MO",375
1600000US2929962,"Halfway village, MO",151
1600000US2929998,"Hallsville, MO",1614
1600000US2930016,"Halltown village, MO",104
1600000US2930034,"Hamilton, MO",1690
1600000US2930196,"Hanley Hills village, MO",2009
1600000US2930214,"Hannibal, MO",17108
1600000US2930322,"Hardin, MO",571
1600000US2930466,"Harris town, MO",65
1600000US2930484,"Harrisburg town, MO",271
1600000US2930610,"Harrisonville, MO",10121
1600000US2930718,"Hartsburg town, MO",133
1600000US2930754,"Hartville, MO",594
1600000US2930772,"Hartwell, MO",15
1600000US2930844,"Harviell, MO",98
1600000US2930862,"Harwood village, MO",29
1600000US2931024,"Hawk Point, MO",676
1600000US2931132,"Hayti, MO",2493
1600000US2931168,"Hayti Heights, MO",515
1600000US2931186,"Hayward, MO",93
1600000US2931204,"Haywood  village, MO",133
1600000US2931276,"Hazelwood, MO",25458
1600000US2931654,"Henrietta, MO",278
1600000US2931708,"Herculaneum, MO",4672
1600000US2931762,"Hermann, MO",2185
1600000US2931780,"Hermitage, MO",621
1600000US2931924,"Higbee, MO",459
1600000US2931960,"Higginsville, MO",4817
1600000US2931996,"High Hill, MO",186
1600000US2932068,"Highlandville, MO",963
1600000US2932140,"High Ridge, MO",4242
1600000US2932248,"Hillsboro, MO",3473
1600000US2932266,"Hillsdale village, MO",1216
1600000US2932410,"Hoberg village, MO",48
1600000US2932536,"Holcomb, MO",642
1600000US2932572,"Holden, MO",2210
1600000US2932590,"Holland town, MO",194
1600000US2932626,"Holliday village, MO",114
1600000US2932662,"Hollister, MO",4583
1600000US2932698,"Hollywood, MO",24
1600000US2932752,"Holt, MO",471
1600000US2932770,"Holts Summit, MO",4458
1600000US2932806,"Homestead village, MO",192
1600000US2932824,"Homestown, MO",73
1600000US2933004,"Hopkins, MO",472
1600000US2933040,"Horine, MO",657
1600000US2933076,"Hornersville, MO",537
1600000US2933238,"Houston, MO",2079
1600000US2933256,"Houstonia, MO",198
1600000US2933292,"Houston Lake, MO",229
1600000US2933364,"Howardville, MO",277
1600000US2933652,"Hughesville village, MO",150
1600000US2933706,"Humansville, MO",907
1600000US2933724,"Hume town, MO",283
1600000US2933742,"Humphreys village, MO",89
1600000US2933760,"Hunnewell, MO",139
1600000US2933778,"Hunter, MO",95
1600000US2933850,"Huntleigh, MO",361
1600000US2933868,"Huntsdale town, MO",29
1600000US2933886,"Huntsville, MO",1376
1600000US2933904,"Hurdland, MO",155
1600000US2933922,"Hurley, MO",176
1600000US2934192,"Iantha, MO",95
1600000US2934210,"Iatan village, MO",39
1600000US2934228,"Iberia, MO",703
1600000US2934354,"Imperial, MO",4407
1600000US2935000,"Independence, MO",123011
1600000US2935180,"Indian Lake, MO",689
1600000US2935186,"Indian Point village, MO",550
1600000US2935240,"Innsbrook village, MO",596
1600000US2935306,"Ionia town, MO",71
1600000US2935324,"Irena village, MO",14
1600000US2935396,"Irondale, MO",368
1600000US2935450,"Iron Mountain Lake, MO",640
1600000US2935468,"Ironton, MO",1475
1600000US2935486,"Irwin, MO",47
1600000US2935648,"Jackson, MO",15481
1600000US2936224,"Jacksonville village, MO",122
1600000US2936314,"Jameson town, MO",73
1600000US2936332,"Jamesport, MO",559
1600000US2936368,"Jamestown town, MO",330
1600000US2936422,"Jane town, MO",359
1600000US2936512,"Jasper, MO",906
1600000US2937000,"Jefferson , MO",43228
1600000US2937178,"Jennings, MO",12895
1600000US2937214,"Jerico Springs village, MO",160
1600000US2937574,"Jonesburg, MO",726
1600000US2937592,"Joplin, MO",51762
1600000US2937700,"Josephville village, MO",512
1600000US2937736,"Junction  village, MO",283
1600000US2937790,"Kahoka, MO",1961
1600000US2938000,"KS , MO",508090
1600000US2938072,"Kearney, MO",10404
1600000US2938216,"Kelso village, MO",554
1600000US2938306,"Kennett, MO",10515
1600000US2938468,"Keytesville, MO",440
1600000US2938522,"Kidder, MO",267
1600000US2938612,"Kimberling , MO",2344
1600000US2938684,"Kimmswick, MO",133
1600000US2938774,"King , MO",799
1600000US2938792,"Kingdom  village, MO",134
1600000US2938846,"Kingston, MO",290
1600000US2938918,"Kingsville, MO",245
1600000US2938972,"Kinloch, MO",263
1600000US2939008,"Kirbyville village, MO",195
1600000US2939026,"Kirksville, MO",17530
1600000US2939044,"Kirkwood, MO",29461
1600000US2939080,"Kissee Mills, MO",1023
1600000US2939170,"Knob Lick, MO",147
1600000US2939188,"Knob Noster, MO",2782
1600000US2939278,"Knox , MO",191
1600000US2939440,"Koshkonong town, MO",196
1600000US2939503,"LaBarque Creek, MO",1658
1600000US2939512,"La Belle, MO",664
1600000US2939566,"Laclede, MO",305
1600000US2939602,"Laddonia, MO",502
1600000US2939638,"La Due village, MO",27
1600000US2939656,"Ladue, MO",8989
1600000US2939764,"La Grange, MO",825
1600000US2939845,"Lake Annette, MO",107
1600000US2939852,"Lake Arrowhead, MO",363
1600000US2939952,"Lake Lafayette, MO",277
1600000US2939980,"Lake Lotawana, MO",2310
1600000US2940034,"Lake Ozark, MO",2077
1600000US2940039,"Lake St. Clair, MO",825
1600000US2940043,"Lake St. Louis, MO",16707
1600000US2940088,"Lakeshire, MO",1554
1600000US2940142,"Lakeside, MO",0
1600000US2940196,"Lake Tapawingo, MO",794
1600000US2940214,"Lake Tekakwitha village, MO",230
1600000US2940222,"Lake Timberline, MO",726
1600000US2940304,"Lake Viking, MO",486
1600000US2940322,"Lake Waukomis, MO",888
1600000US2940340,"Lake Winnebago, MO",1433
1600000US2940376,"Lamar, MO",4266
1600000US2940430,"Lamar Heights, MO",170
1600000US2940448,"Lambert village, MO",48
1600000US2940520,"La Monte, MO",1014
1600000US2940592,"Lanagan town, MO",373
1600000US2940610,"Lancaster, MO",675
1600000US2940682,"La Plata, MO",1257
1600000US2940736,"Laredo, MO",156
1600000US2940790,"La Russell, MO",134
1600000US2940808,"Latham, MO",69
1600000US2940826,"Lathrop, MO",2271
1600000US2940880,"La Tour, MO",65
1600000US2940916,"Laurie, MO",939
1600000US2940988,"Lawson, MO",2541
1600000US2941024,"Leadington, MO",764
1600000US2941078,"Leadwood, MO",1178
1600000US2941114,"Leasburg village, MO",326
1600000US2941132,"Leawood village, MO",620
1600000US2941168,"Lebanon, MO",15013
1600000US2941348,"Lee's Summit, MO",101108
1600000US2941402,"Leeton, MO",532
1600000US2941417,"Leisure Lake, MO",166
1600000US2941438,"Lemay, MO",17117
1600000US2941546,"Leonard village, MO",57
1600000US2941690,"Leslie village, MO",136
1600000US2941762,"Levasy, MO",77
1600000US2941834,"Lewis and Clark Village town, MO",96
1600000US2941852,"Lewistown town, MO",521
1600000US2941870,"Lexington, MO",4652
1600000US2941906,"Liberal, MO",629
1600000US2942032,"Liberty, MO",30167
1600000US2942464,"Licking, MO",2851
1600000US2942536,"Lilbourn, MO",994
1600000US2942608,"Lincoln, MO",1144
1600000US2943238,"Linn, MO",1350
1600000US2943274,"Linn Creek, MO",216
1600000US2943292,"Linneus, MO",281
1600000US2943346,"Lithium, MO",92
1600000US2943454,"Livonia village, MO",52
1600000US2943468,"Loch Lloyd village, MO",863
1600000US2943472,"Lock Springs village, MO",40
1600000US2943490,"Lockwood, MO",846
1600000US2943652,"Lohman, MO",175
1600000US2943672,"Loma Linda town, MO",943
1600000US2943760,"Lone Jack, MO",1492
1600000US2943940,"Longtown town, MO",90
1600000US2944156,"Louisburg village, MO",134
1600000US2944174,"LA, MO",3199
1600000US2944282,"Lowry , MO",613
1600000US2944372,"Lucerne village, MO",57
1600000US2944390,"Ludlow town, MO",111
1600000US2944498,"Lupus town, MO",28
1600000US2944516,"Luray village, MO",73
1600000US2944768,"McBaine town, MO",17
1600000US2944829,"McCord Bend village, MO",212
1600000US2945020,"McFall, MO",119
1600000US2945200,"McKittrick town, MO",77
1600000US2945218,"Macks Creek, MO",365
1600000US2945326,"Macon, MO",5457
1600000US2945470,"Madison, MO",515
1600000US2945596,"Maitland, MO",276
1600000US2945614,"Malden, MO",3706
1600000US2945632,"Malta Bend town, MO",187
1600000US2945668,"Manchester, MO",18333
1600000US2945740,"Mansfield, MO",1193
1600000US2945830,"Maplewood, MO",8269
1600000US2945848,"Marble Hill, MO",1388
1600000US2945866,"Marceline, MO",2123
1600000US2946172,"Marionville, MO",2054
1600000US2946208,"Marlborough village, MO",2221
1600000US2946244,"Marquand, MO",186
1600000US2946316,"Marshall, MO",13806
1600000US2946388,"Marshfield, MO",7458
1600000US2946406,"Marston, MO",397
1600000US2946424,"Marthasville, MO",1245
1600000US2946460,"Martinsburg town, MO",251
1600000US2946586,"MD Heights, MO",28284
1600000US2946640,"Maryville, MO",10633
1600000US2946730,"Matthews, MO",534
1600000US2946946,"Maysville, MO",1095
1600000US2946964,"Mayview, MO",208
1600000US2947036,"Meadville, MO",415
1600000US2947144,"Medill, MO",82
1600000US2947180,"Mehlville, MO",28955
1600000US2947270,"Memphis, MO",1731
1600000US2947288,"Mendon, MO",163
1600000US2947486,"Mercer town, MO",263
1600000US2947520,"Merriam Woods, MO",2006
1600000US2947540,"Merwin village, MO",69
1600000US2947594,"Meta, MO",180
1600000US2947612,"Metz town, MO",22
1600000US2947648,"Mexico, MO",11469
1600000US2947684,"Miami, MO",152
1600000US2947846,"Middle Grove, MO",57
1600000US2947900,"Middletown town, MO",171
1600000US2948062,"Milan, MO",1819
1600000US2948098,"Milford village, MO",24
1600000US2948134,"Millard village, MO",79
1600000US2948242,"Miller, MO",704
1600000US2948350,"Millersville, MO",240
1600000US2948386,"Mill Spring village, MO",159
1600000US2948476,"Milo village, MO",57
1600000US2948566,"Mindenmines, MO",271
1600000US2948602,"Mine La Motte, MO",364
1600000US2948656,"Miner, MO",916
1600000US2948710,"Mineral Point town, MO",231
1600000US2948880,"Miramiguoa Park village, MO",126
1600000US2948980,"MO , MO",217
1600000US2949034,"Moberly, MO",13783
1600000US2949070,"Mokane, MO",188
1600000US2949088,"Moline Acres, MO",2156
1600000US2949196,"Monett, MO",9576
1600000US2949394,"Monroe , MO",2652
1600000US2949574,"Montgomery , MO",2811
1600000US2949592,"Monticello village, MO",104
1600000US2949610,"Montier, MO",49
1600000US2949646,"Montreal, MO",119
1600000US2949664,"Montrose, MO",383
1600000US2949790,"Mooresville village, MO",98
1600000US2949898,"Morehouse, MO",741
1600000US2949988,"Morley, MO",630
1600000US2950060,"Morrison, MO",93
1600000US2950078,"Morrisville town, MO",376
1600000US2950168,"Mosby, MO",101
1600000US2950204,"Moscow Mills, MO",3317
1600000US2950312,"Mound , MO",1004
1600000US2950330,"Moundville town, MO",78
1600000US2950402,"Mountain Grove, MO",4313
1600000US2950438,"Mountain View, MO",2533
1600000US2950510,"Mount Leonard town, MO",65
1600000US2950528,"Mount Moriah town, MO",75
1600000US2950672,"Mount Vernon, MO",4526
1600000US2950834,"Murphy, MO",8425
1600000US2951140,"Napoleon, MO",211
1600000US2951302,"Naylor, MO",440
1600000US2951356,"Neck , MO",228
1600000US2951446,"Neelyville, MO",318
1600000US2951500,"Nelson, MO",152
1600000US2951572,"Neosho, MO",12590
1600000US2951644,"NV, MO",8212
1600000US2951662,"Newark village, MO",54
1600000US2951680,"New Bloomfield, MO",687
1600000US2951716,"Newburg, MO",333
1600000US2951734,"New Cambria, MO",153
1600000US2951770,"New Florence, MO",641
1600000US2951824,"New Franklin, MO",1027
1600000US2951842,"New Hamburg, MO",218
1600000US2951860,"New Hampton, MO",228
1600000US2951914,"New Haven, MO",2414
1600000US2952058,"New London, MO",943
1600000US2952076,"New Madrid, MO",2787
1600000US2952130,"New Market, MO",88
1600000US2952148,"New Melle, MO",541
1600000US2952292,"Newtonia town, MO",204
1600000US2952328,"Newtown town, MO",113
1600000US2952364,"New Wells, MO",40
1600000US2952418,"Niangua, MO",390
1600000US2952616,"Nixa, MO",23257
1600000US2952742,"Noel, MO",2124
1600000US2952760,"Norborne, MO",634
1600000US2952796,"Normandy, MO",4287
1600000US2953102,"North KS , MO",4467
1600000US2953138,"North Lilbourn village, MO",22
1600000US2953174,"Northmoor, MO",291
1600000US2953408,"Northwoods, MO",3687
1600000US2953454,"Norwood, MO",578
1600000US2953462,"Norwood Court town, MO",890
1600000US2953516,"Novelty village, MO",102
1600000US2953534,"Novinger, MO",383
1600000US2953624,"Oak Grove, MO",8157
1600000US2953650,"Oak Grove Village village, MO",412
1600000US2953750,"Oakland, MO",1390
1600000US2953786,"Oak Ridge town, MO",237
1600000US2953804,"Oaks village, MO",128
1600000US2953858,"Oakview village, MO",366
1600000US2953876,"Oakville, MO",36301
1600000US2953894,"Oakwood village, MO",198
1600000US2953948,"Oakwood Park village, MO",189
1600000US2954038,"Odessa, MO",5593
1600000US2954074,"O'Fallon, MO",91316
1600000US2954200,"Old Appleton town, MO",73
1600000US2954352,"Old Jamestown, MO",19790
1600000US2954416,"Old Monroe, MO",249
1600000US2954560,"Olean town, MO",114
1600000US2954650,"Olivette, MO",8504
1600000US2954686,"Olympian Village, MO",719
1600000US2954758,"Oran, MO",1195
1600000US2954848,"OR, MO",837
1600000US2954920,"Oronogo, MO",2558
1600000US2954938,"Orrick, MO",753
1600000US2955244,"Osage Beach, MO",4637
1600000US2955352,"Osborn, MO",374
1600000US2955388,"Osceola, MO",909
1600000US2955424,"Osgood village, MO",24
1600000US2955478,"Otterville, MO",440
1600000US2955550,"Overland, MO",15955
1600000US2955640,"Owensville, MO",2757
1600000US2955694,"Oxly, MO",62
1600000US2955766,"Ozark, MO",21284
1600000US2955892,"Ozora, MO",182
1600000US2955910,"Pacific, MO",7414
1600000US2955964,"Pagedale, MO",2554
1600000US2956036,"Palmyra, MO",3613
1600000US2956126,"Paradise, MO",75
1600000US2956144,"Paris, MO",1161
1600000US2956226,"Parkdale village, MO",159
1600000US2956272,"Park Hills, MO",8587
1600000US2956288,"Parkville, MO",7117
1600000US2956306,"Parkway village, MO",663
1600000US2956342,"Parma, MO",555
1600000US2956360,"Parnell, MO",135
1600000US2956396,"Pasadena Hills, MO",912
1600000US2956414,"Pasadena Park village, MO",435
1600000US2956432,"Pascola village, MO",87
1600000US2956468,"Passaic town, MO",26
1600000US2956558,"Pattonsburg, MO",314
1600000US2956612,"Paynesville village, MO",60
1600000US2956620,"Peaceful Village village, MO",95
1600000US2956756,"Peculiar, MO",5621
1600000US2956882,"Pendleton village, MO",34
1600000US2956900,"Penermon village, MO",51
1600000US2957044,"Perkins, MO",123
1600000US2957080,"Perry, MO",665
1600000US2957116,"Perryville, MO",8555
1600000US2957278,"Pevely, MO",6026
1600000US2957332,"Phelps , MO",0
1600000US2957350,"Philadelphia, MO",206
1600000US2957368,"Phillipsburg village, MO",164
1600000US2957404,"Pickering, MO",149
1600000US2957422,"Piedmont, MO",1897
1600000US2957494,"Pierce , MO",1251
1600000US2957512,"Pierpont village, MO",64
1600000US2957602,"Pilot Grove, MO",665
1600000US2957656,"Pilot Knob, MO",671
1600000US2957800,"Pine Lawn, MO",2754
1600000US2957818,"Pineville, MO",802
1600000US2957926,"Pinhook village, MO",6
1600000US2958088,"Plato village, MO",82
1600000US2958178,"Platte , MO",4784
1600000US2958196,"Platte Woods, MO",394
1600000US2958250,"Plattsburg, MO",2222
1600000US2958394,"Pleasant Hill, MO",8777
1600000US2958448,"Pleasant Hope, MO",657
1600000US2958520,"Pleasant Valley, MO",2743
1600000US2958574,"Plevna, MO",7
1600000US2958628,"Pocahontas town, MO",97
1600000US2958898,"Pollock village, MO",46
1600000US2958916,"Polo, MO",509
1600000US2958934,"Pomona, MO",440
1600000US2959060,"Pontiac, MO",123
1600000US2959096,"Poplar Bluff, MO",16225
1600000US2959150,"Portage Des Sioux, MO",335
1600000US2959186,"Portageville, MO",2942
1600000US2959330,"Potosi, MO",2538
1600000US2959420,"Powersville village, MO",42
1600000US2959708,"Prairie Hill, MO",50
1600000US2959726,"Prairie Home, MO",262
1600000US2959816,"Prathersville village, MO",121
1600000US2959870,"Preston village, MO",157
1600000US2959942,"Princeton, MO",1007
1600000US2960140,"Purcell, MO",318
1600000US2960158,"Purdin, MO",141
1600000US2960176,"Purdy, MO",1031
1600000US2960284,"Puxico, MO",873
1600000US2960356,"Queen , MO",562
1600000US2960410,"Quitman, MO",42
1600000US2960428,"Qulin, MO",460
1600000US2960528,"Raintree Plantation, MO",1996
1600000US2960590,"Randolph village, MO",57
1600000US2960644,"Ravanna, MO",60
1600000US2960716,"Ravenwood town, MO",439
1600000US2960734,"Raymondville town, MO",345
1600000US2960752,"Raymore, MO",22941
1600000US2960788,"Raytown, MO",30012
1600000US2960824,"Rayville, MO",157
1600000US2960842,"Rea, MO",46
1600000US2960986,"Redings Mill village, MO",164
1600000US2961094,"Reeds town, MO",91
1600000US2961112,"Reeds Spring, MO",1136
1600000US2961166,"Renick village, MO",154
1600000US2961184,"Rensselaer village, MO",253
1600000US2961238,"Republic, MO",18750
1600000US2961292,"Revere town, MO",76
1600000US2961328,"Rhineland town, MO",139
1600000US2961364,"Richards town, MO",43
1600000US2961418,"Rich Hill, MO",1232
1600000US2961562,"Richland, MO",1734
1600000US2961670,"Richmond, MO",6013
1600000US2961706,"Richmond Heights, MO",9286
1600000US2961886,"Ridgely village, MO",95
1600000US2961904,"Ridgeway, MO",372
1600000US2961994,"Risco, MO",286
1600000US2962030,"Ritchey town, MO",66
1600000US2962056,"River Bend village, MO",3
1600000US2962156,"Riverside, MO",4013
1600000US2962192,"Riverview village, MO",2397
1600000US2962210,"Riverview Estates village, MO",78
1600000US2962228,"Rives town, MO",42
1600000US2962498,"Rocheport, MO",201
1600000US2962570,"Rockaway Beach, MO",829
1600000US2962660,"Rock Hill, MO",4750
1600000US2962696,"Rock Port, MO",1278
1600000US2962786,"Rockville, MO",135
1600000US2962822,"Rocky Comfort, MO",176
1600000US2962894,"Rogersville, MO",3897
1600000US2962912,"Rolla, MO",19943
1600000US2963074,"Roscoe village, MO",89
1600000US2963110,"Rosebud, MO",390
1600000US2963200,"Rosendale, MO",119
1600000US2963236,"Rothville village, MO",63
1600000US2963560,"Rush Hill village, MO",103
1600000US2963596,"Rushville village, MO",225
1600000US2963704,"Russellville, MO",778
1600000US2963776,"Rutledge town, MO",86
1600000US2963857,"Saddlebrooke village, MO",309
1600000US2963902,"Saginaw village, MO",300
1600000US2963956,"St. Ann, MO",13019
1600000US2964046,"St. Catharine, MO",78
1600000US2964082,"St. Charles, MO",70493
1600000US2964136,"St. Clair, MO",4791
1600000US2964154,"St. Clement, MO",76
1600000US2964172,"St. Cloud village, MO",43
1600000US2964180,"Ste. Genevieve, MO",4999
1600000US2964190,"St. Elizabeth village, MO",418
1600000US2964244,"St. Francisville, MO",137
1600000US2964370,"St. George, MO",1553
1600000US2964424,"St. James, MO",3935
1600000US2964478,"St. John, MO",6643
1600000US2964550,"St. Joseph, MO",72473
1600000US2965000,"St. Louis, MO",301578
1600000US2965018,"St. Martins, MO",1191
1600000US2965034,"St. Mary, MO",309
1600000US2965108,"St. Paul, MO",3005
1600000US2965126,"St. Peters, MO",57732
1600000US2965144,"St. Robert, MO",5192
1600000US2965162,"St. Thomas town, MO",222
1600000US2965234,"Salem, MO",4608
1600000US2965450,"Salisbury, MO",1563
1600000US2965954,"Sappington, MO",7995
1600000US2965990,"Sarcoxie, MO",1406
1600000US2966044,"Savannah, MO",5069
1600000US2966062,"Saverton, MO",213
1600000US2966134,"Schell , MO",228
1600000US2966337,"Scotsdale town, MO",194
1600000US2966368,"Scott , MO",4346
1600000US2966440,"Sedalia, MO",21725
1600000US2966476,"Sedgewickville village, MO",191
1600000US2966530,"Seligman, MO",813
1600000US2966638,"Senath, MO",1593
1600000US2966674,"Seneca, MO",2230
1600000US2966800,"Seymour, MO",1841
1600000US2966935,"Shakertowne, MO",625
1600000US2967124,"Shawneetown, MO",132
1600000US2967178,"Shelbina, MO",1613
1600000US2967196,"Shelbyville, MO",518
1600000US2967214,"Sheldon, MO",435
1600000US2967232,"Shell Knob, MO",1254
1600000US2967358,"Sheridan town, MO",145
1600000US2967628,"Shoal Creek Drive village, MO",356
1600000US2967632,"Shoal Creek Estates village, MO",107
1600000US2967700,"Shrewsbury, MO",6406
1600000US2967718,"Sibley village, MO",314
1600000US2967790,"Sikeston, MO",16291
1600000US2967808,"Silex village, MO",24
1600000US2968132,"Skidmore, MO",245
1600000US2968204,"Slater, MO",1834
1600000US2968384,"Smithton, MO",506
1600000US2968420,"Smithville, MO",10406
1600000US2968762,"South Fork, MO",212
1600000US2968852,"South Gifford village, MO",22
1600000US2968870,"South Gorin town, MO",62
1600000US2968888,"South Greenfield village, MO",122
1600000US2968942,"South Lineville town, MO",13
1600000US2969230,"Southwest  town, MO",922
1600000US2969266,"Spanish Lake, MO",18413
1600000US2969302,"Sparta, MO",1876
1600000US2969464,"Spickard, MO",222
1600000US2969518,"Spokane, MO",491
1600000US2970000,"Springfield, MO",169176
1600000US2970270,"Stanberry, MO",1129
1600000US2970342,"Stanton, MO",366
1600000US2970414,"Stark  town, MO",125
1600000US2970558,"Steele, MO",1853
1600000US2970576,"Steelville, MO",1472
1600000US2970648,"Stella town, MO",166
1600000US2970738,"Stewartsville, MO",733
1600000US2970828,"Stockton, MO",1683
1600000US2970954,"Stotesbury town, MO",12
1600000US2970990,"Stotts , MO",167
1600000US2971008,"Stoutland, MO",209
1600000US2971026,"Stoutsville village, MO",37
1600000US2971044,"Stover, MO",1006
1600000US2971062,"Strafford, MO",2561
1600000US2971098,"Strasburg, MO",107
1600000US2971224,"Sturgeon, MO",907
1600000US2971368,"Sugar Creek, MO",3271
1600000US2971440,"Sullivan, MO",6906
1600000US2971508,"Summer Set, MO",1127
1600000US2971512,"Summersville, MO",453
1600000US2971620,"Sumner town, MO",78
1600000US2971628,"Sundown, MO",62
1600000US2971728,"Sunrise Beach village, MO",431
1600000US2971746,"Sunset Hills, MO",9198
1600000US2971890,"Sweet Springs, MO",1316
1600000US2972034,"Sycamore Hills village, MO",561
1600000US2972106,"Syracuse, MO",151
1600000US2972196,"Tallapoosa, MO",78
1600000US2972232,"Taneyville village, MO",274
1600000US2972304,"Taos, MO",1150
1600000US2972340,"Tarkio, MO",1506
1600000US2972376,"Tarrants village, MO",22
1600000US2972412,"Tarsney Lakes, MO",250
1600000US2972574,"Tebbetts, MO",64
1600000US2972772,"Terre du Lac, MO",2478
1600000US2972826,"Thayer, MO",1883
1600000US2972898,"Theodosia village, MO",188
1600000US2973006,"Thomasville, MO",23
1600000US2973127,"Three Creeks village, MO",8
1600000US2973240,"Tightwad village, MO",58
1600000US2973330,"Tina village, MO",139
1600000US2973348,"Tindall town, MO",46
1600000US2973420,"Tipton, MO",2920
1600000US2973618,"Town and Country, MO",11640
1600000US2973690,"Tracy, MO",269
1600000US2973816,"Trenton, MO",5609
1600000US2973852,"Trimble, MO",573
1600000US2973870,"Triplett, MO",33
1600000US2973942,"Troy, MO",12686
1600000US2973978,"Truesdale, MO",853
1600000US2974014,"Truxton village, MO",59
1600000US2974176,"Turney village, MO",114
1600000US2974194,"Tuscumbia town, MO",188
1600000US2974284,"Twin Oaks village, MO",605
1600000US2974473,"Umber View Heights village, MO",41
1600000US2974626,"Union, MO",12348
1600000US2975130,"Union Star town, MO",380
1600000US2975166,"Unionville, MO",1735
1600000US2975202,"Unity Village village, MO",66
1600000US2975220,"University , MO",35065
1600000US2975238,"Uplands Park village, MO",312
1600000US2975310,"Urbana, MO",387
1600000US2975346,"Urich, MO",463
1600000US2975364,"Utica village, MO",222
1600000US2975472,"Valley Park, MO",6885
1600000US2975580,"Van Buren town, MO",747
1600000US2975688,"Vandalia, MO",3553
1600000US2975706,"Vandiver village, MO",63
1600000US2975724,"Vanduser village, MO",183
1600000US2975796,"Velda , MO",1188
1600000US2975814,"Velda Village Hills, MO",881
1600000US2975886,"Verona town, MO",507
1600000US2975922,"Versailles, MO",2539
1600000US2975994,"Vibbard, MO",215
1600000US2976012,"Viburnum, MO",667
1600000US2976102,"Vienna, MO",581
1600000US2976157,"Village of Four Seasons village, MO",2383
1600000US2976192,"Villa Ridge, MO",2601
1600000US2976246,"Vinita Park, MO",1970
1600000US2976390,"Vista village, MO",36
1600000US2976444,"Waco, MO",72
1600000US2976660,"Walker, MO",199
1600000US2976840,"Walnut Grove, MO",652
1600000US2976966,"Wardell town, MO",310
1600000US2977002,"Wardsville village, MO",1599
1600000US2977092,"Warrensburg, MO",19337
1600000US2977128,"Warrenton, MO",8429
1600000US2977146,"Warsaw, MO",2209
